Epoch,Batch,Loss,Accuracy,Time
0.0,10.0,3.4298964500427247,0.21207275390625,5.02966046333313
0.0,20.0,2.9494648218154906,0.266961669921875,7.271733522415161
0.0,30.0,2.7447811126708985,0.291046142578125,9.193161725997925
0.0,40.0,2.6067607402801514,0.2989501953125,11.10524582862854
0.0,50.0,2.5373594522476197,0.31236572265625,13.058766841888428
0.0,60.0,2.5081862926483156,0.310235595703125,15.25745701789856
0.0,70.0,2.4714816570281983,0.316387939453125,17.221729516983032
0.0,80.0,2.4418957471847533,0.319635009765625,19.32624101638794
0.0,90.0,2.4387309312820435,0.31536865234375,21.472593307495117
0.0,100.0,2.4066203355789186,0.326458740234375,23.68292260169983
0.0,110.0,2.398687815666199,0.32427978515625,25.661559581756592
0.0,120.0,2.371161961555481,0.32957763671875,27.677428483963013
0.0,130.0,2.3561248779296875,0.3302734375,30.724605083465576
0.0,140.0,2.3170917510986326,0.33917236328125,33.549179792404175
0.0,150.0,2.3006120920181274,0.342596435546875,35.630600690841675
0.0,160.0,2.2794356107711793,0.34923095703125,37.60938477516174
0.0,170.0,2.2626357078552246,0.352008056640625,39.65008473396301
0.0,180.0,2.248716711997986,0.355517578125,41.477888107299805
0.0,190.0,2.2258453369140625,0.3588134765625,43.356443643569946
0.0,200.0,2.199870538711548,0.36707763671875,45.41318988800049
0.0,210.0,2.1850433111190797,0.372052001953125,47.292092084884644
0.0,220.0,2.1856099128723145,0.36968994140625,49.35951328277588
0.0,230.0,2.1437845706939695,0.381158447265625,51.33804202079773
0.0,240.0,2.1560656309127806,0.378326416015625,53.22196412086487
0.0,250.0,2.119970989227295,0.386273193359375,55.11208152770996
0.0,260.0,2.0891563415527346,0.395843505859375,57.0437548160553
0.0,270.0,2.0825722932815554,0.394110107421875,58.76646280288696
0.0,280.0,2.060365009307861,0.4013427734375,60.64814209938049
0.0,290.0,2.0472760677337645,0.405419921875,62.72304320335388
0.0,300.0,2.0387458562850953,0.407568359375,64.66296863555908
0.0,310.0,2.009108304977417,0.414599609375,67.99348211288452
0.0,320.0,1.9861801385879516,0.42144775390625,70.3368330001831
0.0,330.0,1.9922309398651123,0.420562744140625,72.22548007965088
0.0,340.0,1.9715001344680787,0.42373046875,74.10451412200928
0.0,350.0,1.960158681869507,0.427276611328125,76.131676197052
0.0,360.0,1.9414705276489257,0.433221435546875,78.11114692687988
0.0,370.0,1.9392268419265748,0.43270263671875,79.9881157875061
0.0,380.0,1.8973533749580382,0.44302978515625,81.97728443145752
0.0,390.0,1.9084152102470398,0.440447998046875,84.01163959503174
0.0,400.0,1.8788213014602662,0.447088623046875,85.81496286392212
0.0,410.0,1.8837398886680603,0.444921875,87.5276939868927
0.0,420.0,1.8738751053810119,0.448565673828125,89.3215503692627
0.0,430.0,1.8591288208961487,0.451507568359375,91.2028112411499
0.0,440.0,1.8501697063446045,0.454132080078125,93.26774835586548
0.0,450.0,1.8434890627861023,0.455670166015625,95.474045753479
0.0,460.0,1.8335659980773926,0.458148193359375,97.44081139564514
0.0,470.0,1.830015206336975,0.459234619140625,99.43190741539001
